feature,count,mean,std,min,25%,median,75%,max,subset
aa_C,5.0,0.016325937014052105,0.011099946783531408,0.0,0.011556240369799691,0.01806451612903226,0.0234375,0.02857142857142857,Immediate-Early (N=5)
aa_D,5.0,0.07250171919785608,0.013033788205267429,0.05032258064516129,0.072265625,0.07704160246533127,0.07954545454545454,0.08333333333333333,Immediate-Early (N=5)
aa_E,5.0,0.05684707770758037,0.011754890195195804,0.04391371340523883,0.04645161290322581,0.056640625,0.06818181818181818,0.06904761904761905,Immediate-Early (N=5)
aa_F,5.0,0.0174345431882679,0.006075748390320271,0.011363636363636364,0.011612903225806452,0.01694915254237288,0.0234375,0.023809523809523808,Immediate-Early (N=5)
aa_G,5.0,0.09003838015740864,0.026284315931087678,0.05952380952380952,0.06818181818181818,0.091796875,0.10939907550077041,0.12129032258064516,Immediate-Early (N=5)
aa_H,5.0,0.018104289152163673,0.005359229113923278,0.011904761904761904,0.013097072419106317,0.01935483870967742,0.022727272727272728,0.0234375,Immediate-Early (N=5)
aa_I,5.0,0.02091217279508354,0.009724603722896241,0.00847457627118644,0.016774193548387096,0.02142857142857143,0.022727272727272728,0.03515625,Immediate-Early (N=5)
aa_K,5.0,0.012895057850728642,0.005340042183311796,0.0061633281972265025,0.01032258064516129,0.011363636363636364,0.017578125,0.01904761904761905,Immediate-Early (N=5)
aa_L,5.0,0.07123428742582823,0.013923600283865255,0.04645161290322581,0.076171875,0.0761904761904762,0.07781201848998459,0.07954545454545454,Immediate-Early (N=5)
aa_M,5.0,0.018676955559362267,0.009527909877099497,0.00847457627118644,0.014193548387096775,0.017578125,0.01904761904761905,0.03409090909090909,Immediate-Early (N=5)
aa_N,5.0,0.019921651219884543,0.009677771354119867,0.00847457627118644,0.014285714285714285,0.01953125,0.023225806451612905,0.03409090909090909,Immediate-Early (N=5)
aa_P,5.0,0.11023578195599279,0.01995618124169173,0.0880952380952381,0.09090909090909091,0.115234375,0.12403697996918336,0.1329032258064516,Immediate-Early (N=5)
aa_Q,5.0,0.019100775978167995,0.012242333328158715,0.0,0.014637904468412942,0.023809523809523808,0.025806451612903226,0.03125,Immediate-Early (N=5)
aa_R,5.0,0.11448120653835867,0.023596363134125536,0.08516129032258064,0.10546875,0.10785824345146379,0.1261904761904762,0.14772727272727273,Immediate-Early (N=5)
aa_S,5.0,0.07524946135227539,0.027135060987672866,0.045454545454545456,0.05855161787365177,0.064453125,0.10064516129032258,0.10714285714285714,Immediate-Early (N=5)
aa_T,5.0,0.05821101773317807,0.02478847736902819,0.026194144838212634,0.04296875,0.06193548387096774,0.06904761904761905,0.09090909090909091,Immediate-Early (N=5)
aa_V,5.0,0.05145147510704168,0.010672019683953482,0.04285714285714286,0.04296875,0.04776579352850539,0.05548387096774193,0.06818181818181818,Immediate-Early (N=5)
aa_W,5.0,0.01251581904631727,0.0027680107782276898,0.00903225806451613,0.011363636363636364,0.01171875,0.014285714285714285,0.016178736517719568,Immediate-Early (N=5)
aa_Y,5.0,0.012598277636455943,0.002366482939824164,0.00903225806451613,0.011363636363636364,0.013671875,0.014285714285714285,0.014637904468412942,Immediate-Early (N=5)
sequence_length,15.0,709.5333333333333,329.1454013625213,334.0,428.5,626.0,970.0,1235.0,Early (N=15)
molecular_weight,15.0,77289.5282533337,36057.051248065356,36469.02460000005,46039.57045000013,67507.45550000037,106568.24200000074,136504.5600000007,Early (N=15)
aromaticity,15.0,0.07886960717815998,0.013757444645749229,0.06147540983606557,0.06527914521361589,0.079002079002079,0.08696983940462201,0.10294117647058823,Early (N=15)
instability_index,15.0,48.92956574867185,7.652499042064702,35.0945819397995,42.9902964563269,48.68373790677243,53.7600804889784,62.01077844311376,Early (N=15)
isoelectric_point,15.0,7.021790199279786,1.5811608546446603,5.1326406478881825,5.9571186065673825,6.420555305480956,8.024557113647461,10.20432987213135,Early (N=15)
aa_A,15.0,0.1137117056145963,0.02170010147192845,0.0846063454759107,0.09825774646133928,0.11174089068825911,0.12179919137466308,0.172,Early (N=15)
aa_C,15.0,0.019258256987779943,0.006271773594393658,0.008086253369272238,0.01515935159482533,0.019305019305019305,0.025226870873308868,0.0282021151586369,Early (N=15)
aa_D,15.0,0.05321396266530106,0.009960983542204416,0.02895752895752896,0.048925426774483374,0.05089820359281437,0.05995886144596982,0.07068607068607069,Early (N=15)
aa_E,15.0,0.04884378356516825,0.010742566313594402,0.034574468085106384,0.040384317970924836,0.0463258785942492,0.057116062550845156,0.06470588235294118,Early (N=15)
aa_F,15.0,0.04084459908699673,0.010022663130381701,0.02127659574468085,0.03280452337056111,0.04253308128544423,0.047205716542100984,0.05588235294117647,Early (N=15)
aa_G,15.0,0.07614465738891249,0.015105202380714678,0.041176470588235294,0.07048680531108646,0.07655954631379962,0.0822275396223459,0.1078167115902965,Early (N=15)
aa_H,15.0,0.02691337454840996,0.0072478044022302205,0.012295081967213115,0.02375928074685839,0.0282021151586369,0.030092933226175247,0.0444015444015444,Early (N=15)
aa_I,15.0,0.03535414649849291,0.013239727276989154,0.01639344262295082,0.02657053855860785,0.03290246768507638,0.04113672459537121,0.06764705882352941,Early (N=15)
aa_K,15.0,0.022866383931954993,0.007559942044247687,0.012,0.018563870585890554,0.023529411764705882,0.026891439934918195,0.04129554655870445,Early (N=15)
aa_L,15.0,0.09936414017504802,0.015395903004295627,0.0718562874251497,0.08950540766680096,0.09797570850202429,0.11007683215130024,0.1274131274131274,Early (N=15)
aa_M,15.0,0.01741542420343262,0.00804014118791986,0.006666666666666667,0.01167385873268226,0.014970059880239521,0.022327827452051054,0.034574468085106384,Early (N=15)
aa_N,15.0,0.02758537074293173,0.009839853585027796,0.013333333333333334,0.019279894988779675,0.02425876010781671,0.034665757243970585,0.04411764705882353,Early (N=15)
aa_P,15.0,0.07741837387420339,0.02422250653445073,0.046485260770975055,0.06006866923753468,0.07088846880907372,0.08986522911051213,0.12574850299401197,Early (N=15)
aa_Q,15.0,0.030389258668632457,0.009471285242213516,0.016,0.023732715913647475,0.029411764705882353,0.033915160096634575,0.047872340425531915,Early (N=15)
aa_R,15.0,0.07715546325262168,0.012243934488386496,0.05588235294117647,0.07378738654652714,0.07692307692307693,0.08043415756181714,0.10778443113772455,Early (N=15)
aa_S,15.0,0.06453095716521116,0.018225416547185982,0.034666666666666665,0.050321259152446514,0.062370062370062374,0.08012504402958788,0.09631147540983606,Early (N=15)
aa_T,15.0,0.06119510047265441,0.011916855170800633,0.04411764705882353,0.05467372605169521,0.060291060291060294,0.06522483207119326,0.0942622950819672,Early (N=15)
aa_V,15.0,0.06977003306648864,0.014812640134375357,0.0498960498960499,0.061265046559164205,0.0671077504725898,0.07181629619517818,0.10242587601078167,Early (N=15)
aa_W,15.0,0.010814013488494745,0.0061042531728215145,0.005791505791505791,0.0064266316629265595,0.007936507936507936,0.013862661105333698,0.025333333333333333,Early (N=15)
aa_Y,15.0,0.027210994602668508,0.009682818877933567,0.012295081967213115,0.018752920035938904,0.02702702702702703,0.03515382208333869,0.041176470588235294,Early (N=15)
sequence_length,54.0,462.25925925925924,458.55582097535773,90.0,224.0,323.5,572.5,3139.0,Late (N=54)
molecular_weight,54.0,49920.60369074095,48966.034759577524,9201.673799999999,24568.812175,34162.819300000025,61775.2184250002,333438.1327000056,Late (N=54)
aromaticity,54.0,0.0688335951537649,0.022395411770832957,0.006211180124223602,0.05692299937834977,0.06939800146234462,0.0805031870763212,0.13513513513513514,Late (N=54)
instability_index,54.0,51.17540340874504,11.91467587538734,31.681428571428558,42.429273904842596,50.962815082897365,57.6499442586399,95.54444444444442,Late (N=54)
isoelectric_point,54.0,8.050611149823224,1.8492101911143837,4.850378227233886,6.135934066772461,8.422488212585451,9.292392349243165,11.7960542678833,Late (N=54)
aa_A,54.0,0.11962297628870223,0.029811677775025858,0.052083333333333336,0.09933151548317704,0.12107293127629734,0.14175824175824175,0.17338709677419356,Late (N=54)
aa_C,54.0,0.020297339759423046,0.012225759808958948,0.0,0.012300325294855252,0.017811820159535897,0.02564102564102564,0.054945054945054944,Late (N=54)
aa_D,54.0,0.0486855323173805,0.014985785481947204,0.014792899408284023,0.03844198969910545,0.0479950347757651,0.056551574493476905,0.08461538461538462,Late (N=54)
aa_E,54.0,0.04391756810933732,0.011600019057152924,0.010869565217391304,0.03844353970705228,0.04415544133286069,0.051233758311474406,0.0684931506849315,Late (N=54)
aa_F,54.0,0.031088915296474444,0.015378930600782215,0.0,0.02248062015503876,0.029628775797403063,0.04061922888478499,0.08108108108108109,Late (N=54)
aa_G,54.0,0.07897339870722372,0.023322867307419736,0.04054054054054054,0.06610368146786516,0.07527794101773785,0.08639917325664989,0.17582417582417584,Late (N=54)
aa_H,54.0,0.026529893415292195,0.01071907599689512,0.0,0.02081624420090096,0.025162508969650922,0.031080812101910826,0.0641025641025641,Late (N=54)
aa_I,54.0,0.029389080511772196,0.014525210924149476,0.0,0.018999832045683576,0.029585670148861567,0.03805418719211823,0.06091370558375635,Late (N=54)
aa_K,54.0,0.01450076524276456,0.011783568280107704,0.0,0.007946328137554234,0.01133996071194714,0.019143752175426382,0.05204460966542751,Late (N=54)
aa_L,54.0,0.09588463139561566,0.02711659251802792,0.018633540372670808,0.08065034474699077,0.09876700680272109,0.11246764352408246,0.16304347826086957,Late (N=54)
aa_M,54.0,0.0195350907426771,0.009397307906595796,0.004032258064516129,0.014921260577982851,0.018320995021164712,0.021810328460224036,0.05555555555555555,Late (N=54)
aa_N,54.0,0.020832184535968624,0.009938649790939572,0.006211180124223602,0.014322027037966485,0.018629466209542405,0.025345151301439918,0.05357142857142857,Late (N=54)
aa_P,54.0,0.09589045465098191,0.038989843326149895,0.044444444444444446,0.06982975140565688,0.08629873952526582,0.11711768319928507,0.2422360248447205,Late (N=54)
aa_Q,54.0,0.02984828240060613,0.009719494018535899,0.0,0.023771405871598275,0.029709367188713615,0.03668344049948747,0.05357142857142857,Late (N=54)
aa_R,54.0,0.08923224941882617,0.025770082143016865,0.05167173252279635,0.07220640719108687,0.08254936252933795,0.1024267558694787,0.19254658385093168,Late (N=54)
aa_S,54.0,0.0628793958066938,0.019525517451502196,0.02197802197802198,0.052258668954307384,0.0606940096909996,0.07228542165810121,0.13333333333333333,Late (N=54)
aa_T,54.0,0.06198533673132115,0.019033535225706003,0.02197802197802198,0.04993599966426053,0.05896512292738708,0.07273847101393487,0.12605042016806722,Late (N=54)
aa_V,54.0,0.0731622248116487,0.019253525511482836,0.0319634703196347,0.06259827044025157,0.06987577639751552,0.0827577184720042,0.13043478260869565,Late (N=54)
aa_W,54.0,0.01219694301403946,0.007728058758024086,0.0,0.006573793323564827,0.011245455982298088,0.017587113740959896,0.03488372093023256,Late (N=54)
aa_Y,54.0,0.025547736843250977,0.011450423792740293,0.0,0.017902533797458105,0.025466126230457443,0.03263348164627364,0.0507399577167019,Late (N=54)
